scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Nasua narica,Procyonidae,0.0,0.0,0.0,PROCYONIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,narica,CARNIVORA,0.0,0.0,0.0,Nasua,0.0,0.0,0.0,0.0,0.0,Omnivore,Nasua narica,3750.0,44.17,630.0,,9636.0,1009.04,1086.45,77.916,,4.17,1.1,364.75,140.0,127.0,,2994.435,2.193,50.175,0.0,1.0,0.78,,51.0,12.0,37.0,10.0,20.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,2.0,S,3.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,"Nearctic, Neotropical",1.0,Mammalia,-999.0,White-nosed Coati,4.17,1.1,3750.0,26.4,77.91616,127.0,140.0,-999.0,-999.0,-999.0,-999.0,22.01666667,0.999315537,-999.0,-999.0,3670.0,-999.0,-999.0,-999.0,63.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,712.0,Nasua,712.0,narica,Carnivora,Procyonidae,nasua_narica,White-nosed coati,HLnasNar1,vs_HLnasNar1,,Carnivora,Procyonidae,Nasua,narica,360.0,-,,,,,,H-Frugivore,O-For Examination,O-For Examination,2.0,Omnivore,-,,20.0,20.0,30.0,70.0,0.0,70.0,-,,,,,A,0.0,70.0,4030.05,Ref_1,,S,10.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,20.0,0.0,0.0,5071.0,ABC,Ref_117,0.0,0.0,Ref_1
Potos flavus,Procyonidae,0.0,0.0,0.0,PROCYONIDAE,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,flavus,CARNIVORA,2.0,0.0,0.0,Potos,0.0,0.0,2.0,0.0,0.0,Omnivore,Potos flavus,2420.905,27.232,634.77,,14016.0,858.41,974.31,115.9,2.0,1.0,1.0,364.75,173.42,114.065,,4160.295,1.724,34.21,0.0,2.0,0.22,1.0,10.0,10.0,80.0,10.0,0.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,0.0,1.0,2.0,Ar,1.0,0.0,0.0,1.0,0.0,2500.0,0.0,2500.0,0.0,,1.0,0.0,Neotropical,1.0,Mammalia,-999.0,Kinkajou,1.0,1.0,2420.905,38.4,115.9,114.065,173.42,-999.0,-999.0,-999.0,-999.0,32.0,0.999315537,-999.0,-999.0,2318.0,-999.0,-999.0,-999.0,63.477,-999.0,-999.0,18.303,-999.0,-999.0,-999.0,-999.0,550.0,Potos,830.778,flavus,Carnivora,Procyonidae,potos_flavus,Kinkajou,HLpotFla1,vs_HLpotFla1,,Carnivora,Procyonidae,Potos,flavus,400.0,-,,,,,,H-Frugivore,O-For Examination,O-For Examination,2.0,Omnivore,-,,10.0,10.0,20.0,80.0,0.0,80.0,-,,,,,A,0.0,80.0,3000.0,Ref_1,,Ar,10.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,10.0,5073.0,ABC,Ref_117,0.0,0.0,Ref_1
Procyon lotor,Procyonidae,0.0,1.0,1.0,PROCYONIDAE,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,lotor,CARNIVORA,0.0,0.0,1.0,Procyon,1.0,1.0,1.0,0.0,1.0,Omnivore,Procyon lotor,5075.0,41.653,600.0,,7665.0,561.28,625.28,63.914,6.0,3.39,1.0,364.75,80.0,91.0,1175.0,2703.919,2.59,147.407,0.0,2.0,4.62,,19.0,52.0,29.0,40.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,4.0,2.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,"Nearctic, Neotropical",1.0,Mammalia,-999.0,Raccoon,3.39,1.0,5075.0,21.0,63.91434,91.0,80.0,1175.0,-999.0,-999.0,-999.0,20.58333333,0.999315537,-999.0,5130.0,4842.2,-999.0,-999.0,-999.0,60.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.0,Procyon,365.0,lotor,Carnivora,Procyonidae,procyon_lotor,Raccoon,HLproLot1,vs_HLproLot1,,Carnivora,Procyonidae,Procyon,lotor,403.0,-,,,,,,O-Generalist,O-Generalist,O-Generalist,2.0,Omnivore,-,,20.0,20.0,60.0,20.0,20.0,40.0,-,,,,,A,0.0,20.0,5524.97,Ref_1,,G,40.0,0.0,0.0,20.0,0.0,ABC,1.0,20.0,0.0,1.0,0.0,5075.0,ABC,Ref_117,0.0,0.0,Ref_1
Ailurus fulgens,Ailuridae,1.0,0.0,1.0,AILURIDAE,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,fulgens,CARNIVORA,0.0,0.0,3.0,Ailurus,0.0,3.0,3.0,1.0,1.0,Herbivore,Ailurus fulgens,4747.54,42.491,608.66,,6935.0,604.05,760.41,123.437,4.0,2.0,1.0,364.75,102.02,136.935,1140.0,3650.0,2.497,,0.0,1.0,1.43,,10.0,10.0,80.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,60.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,4800.0,2500.0,2300.0,0.0,,0.0,0.0,"Indomalayan, Palearctic",1.0,Mammalia,-999.0,Red Panda,2.0,1.0,4747.54,19.0,123.4374,136.935,102.02,1140.0,-999.0,-999.0,-999.0,17.5,0.999315537,-999.0,-999.0,5740.0,-999.0,-999.0,-999.0,60.866,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,550.0,Ailurus,571.903,fulgens,Carnivora,Ailuridae,ailurus_fulgens,Red Panda ,HLailFul2,vs_HLailFul2,HLailFul1,Carnivora,Ailuridae,Ailurus,fulgens,4.0,-,Omnivore,Omnivore,Omnivore,_Omnivore,Omnivore,H-Low-sugar-plants-Eater,O-For Examination,O-For Examination,1.0,Herbivore,-,,10.0,10.0,20.0,10.0,70.0,80.0,-,1.0,wild,0.0,0.0,A,60.0,10.0,4900.0,Ref_1,,G,10.0,0.0,1.0,10.0,1.0,ABC,1.0,0.0,10.0,1.0,0.0,5077.0,ABC,Ref_117,0.0,0.0,Ref_1
Equus caballus,Equidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Horse,1.0,1.0,250000.0,62.0,337.985,274.0,37900.0,-999.0,-999.0,-999.0,-999.0,57.0,1.499657769,-999.0,450000.0,-999.0,-999.0,-999.0,-999.0,280.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,973.0,Equus,914.0,caballus,Perissodactyla,Equidae,equus_caballus,Horse,equCab3,vs_equCab3,HLequCab3,Perissodactyla,Equidae,Equus,caballus,79.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,domestic,1.0,0.0,A,100.0,0.0,250000.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5082.0,ABC,Ref_117,0.0,0.0,Ref_1
Equus asinus,Equidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Ass,1.0,-999.0,171249.245,50.0,361.65946,152.2,29249.99,32500.0,-999.0,-999.0,-999.0,47.0,1.0,-999.0,-999.0,177500.0,-999.0,-999.0,-999.0,200.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1005.0,Equus,708.0,asinus,Perissodactyla,Equidae,equus_asinus,Wild Donkey,HLequAsi1,vs_HLequAsi1,HLequAsi1,Perissodactyla,Equidae,Equus,asinus,78.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,-999.0,,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,domestic,1.0,0.0,A,100.0,0.0,244999.25,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5083.0,ABC,Ref_117,0.0,0.0,Ref_1
Tapirus indicus,Tapiridae,1.0,0.0,0.0,TAPIRIDAE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,indicus,PERISSODACTYLA,0.0,0.0,0.0,Tapirus,0.0,0.0,0.0,0.0,0.0,Herbivore,Tapirus indicus,296250.0,257.5,2362.425,,13322.5,1132.72,1095.0,392.0,,1.0,0.5,693.025,6848.35,193.877,,4015.0,24.25,2.48,0.0,1.0,9.4,1.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,1.0,1.0,0.0,1.0,0.0,2150.0,0.0,2150.0,1.0,,0.0,0.0,Indomalayan,3.0,Mammalia,-999.0,Malayan Tapir,1.0,0.5,296250.0,36.5,392.0,193.87732,6848.35,-999.0,-999.0,-999.0,-999.0,33.21666667,1.898699521,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,236.2425,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1095.0,Tapirus,1132.72,indicus,Perissodactyla,Tapiridae,tapirus_indicus,Malayan Tapir,HLtapInd1,vs_HLtapInd1,,Perissodactyla,Tapiridae,Tapirus,indicus,223.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,captive,0.0,0.0,A,100.0,0.0,296250.0,Ref_1,,G,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,5087.0,ABC,Ref_117,0.0,0.0,Ref_1
Tapirus terrestris,Tapiridae,0.0,0.0,0.0,TAPIRIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,terrestris,PERISSODACTYLA,0.0,0.0,0.0,Tapirus,0.0,0.0,0.0,0.0,0.0,Herbivore,Tapirus terrestris,225000.0,180.5,2252.485,,14454.0,862.17,1095.0,396.86,2.0,1.0,,64.956,5608.75,289.0,86260.0,4015.0,20.845,0.383,0.0,1.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,1.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,5.0,Mammalia,-999.0,South American Tapir,1.0,-999.0,225000.0,39.6,396.86,289.0,5608.75,86260.0,-999.0,-999.0,-999.0,35.0,0.177960301,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,225.2485,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1095.0,Tapirus,862.17,terrestris,Perissodactyla,Tapiridae,tapirus_terrestris,South American Tapir,HLtapTer1,vs_HLtapTer1,,Perissodactyla,Tapiridae,Tapirus,terrestris,224.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,2.0,Omnivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,captive,0.0,0.0,A,100.0,0.0,207500.91,Ref_1,,G,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,5089.0,ABC,Ref_117,0.0,0.0,Ref_1
Ceratotherium simum,Rhinocerotidae,1.0,0.0,0.0,RHINOCEROTIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,simum,PERISSODACTYLA,0.0,0.0,0.0,Ceratotherium,0.0,0.0,0.0,0.0,0.0,Herbivore,Ceratotherium simum,2230000.0,,3393.405,,18250.0,2741.23,2463.75,515.0,,1.0,0.42,987.449,51166.67,365.0,274482.35,6865.346,73.599,0.776,0.0,1.0,19.09,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,White Rhinoceros,1.0,0.42,2230000.0,50.0,515.0,365.0,51166.67,274482.35,-999.0,-999.0,-999.0,45.0,2.705338809,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,339.3405,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1643.0,Ceratotherium,2026.125,simum,Perissodactyla,Rhinocerotidae,ceratotherium_simum,White rhinoceros,HLcerSimCot1,vs_HLcerSimCot1,cerSim1,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,40.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,wild,0.0,0.0,A,100.0,0.0,2949986.31,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5090.0,ABC,Ref_117,0.0,0.0,Ref_1
Dicerorhinus sumatrensis,Rhinocerotidae,1.0,0.0,0.0,RHINOCEROTIDAE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sumatrensis,PERISSODACTYLA,1.0,0.0,0.0,Dicerorhinus,0.0,0.0,0.0,0.0,0.0,Herbivore,Dicerorhinus sumatrensis,1260000.0,,2974.995,,12775.0,2784.26,2405.0,236.0,,1.0,0.3,1276.626,23000.0,502.0,,7300.0,53.766,13.5,0.0,1.0,11.87,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,2.0,1.0,G,1.0,0.0,0.0,1.0,0.0,2500.0,0.0,2500.0,0.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Sumatran Rhinoceros,1.0,0.3,1260000.0,35.0,236.0,502.0,23000.0,-999.0,-999.0,-999.0,-999.0,32.7,3.497604381,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,297.4995,-999.0,-999.0,91.199,-999.0,-999.0,-999.0,-999.0,-999.0,Dicerorhinus,2739.24,sumatrensis,Perissodactyla,Rhinocerotidae,dicerorhinus_sumatrensis,Sumatran Rhinoceros,HLdicSum1,vs_HLdicSum1,,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,64.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-All-plants-Eater,H-All-plants-Eater,H-All-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,50.0,50.0,100.0,-,1.0,wild,0.0,0.0,A,50.0,50.0,1266667.0,Ref_1,,G,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,5091.0,ABC,Ref_117,0.0,0.0,Ref_1
Diceros bicornis,Rhinocerotidae,1.0,0.0,0.0,RHINOCEROTIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bicornis,PERISSODACTYLA,0.0,0.0,0.0,Diceros,0.0,0.0,0.0,0.0,0.0,Herbivore,Diceros bicornis,995940.54,790.5,3299.995,,17973.208,2199.16,2053.12,474.0,,1.0,0.4,1053.463,34999.99,606.285,426865.48,6205.0,47.243,0.142,0.0,1.0,11.48,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Black Rhinoceros,1.0,0.4,995940.54,49.24166667,474.0,606.28512,34999.99,426865.48,-999.0,-999.0,-999.0,46.41666667,2.886201232,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,329.9995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2254.0,Diceros,1826.0,bicornis,Perissodactyla,Rhinocerotidae,diceros_bicornis,Black Rhinoceros,HLdicBic1,vs_HLdicBic1,,Perissodactyla,Rhinocerotidae,Diceros,bicornis,65.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,wild,0.0,0.0,A,100.0,0.0,1180510.9,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5092.0,ABC,Ref_117,0.0,0.0,Ref_1
Rhinoceros unicornis,Rhinocerotidae,1.0,0.0,0.0,RHINOCEROTIDAE,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,unicornis,PERISSODACTYLA,2.0,0.0,0.0,Rhinoceros,0.0,0.0,0.0,0.0,0.0,Herbivore,Rhinoceros unicornis,1600000.0,,3771.695,,17885.0,2069.22,2618.87,479.0,,1.0,0.3,879.123,58204.55,456.0,885812.0,6851.989,61.316,6.075,0.0,1.0,4.23,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,2.0,1.0,G,2.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Indomalayan,2.0,Mammalia,-999.0,Indian Rhinoceros,1.0,0.3,1600000.0,49.0,479.0,456.0,58204.55,885812.0,-999.0,-999.0,-999.0,46.0,2.408555784,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,377.1695,-999.0,-999.0,109.25,-999.0,-999.0,-999.0,-999.0,2557.0,Rhinoceros,2069.22,unicornis,Perissodactyla,Rhinocerotidae,rhinoceros_unicornis,Indian rhinoceros,HLrhiUni1,vs_HLrhiUni1,,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,416.0,-,,,,,,H-Nonspecific-Herbivore,H-All-plants-Eater,H-All-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,20.0,80.0,100.0,-,,,,,A,80.0,20.0,1602333.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5094.0,ABC,Ref_117,0.0,0.0,Ref_1
Sus scrofa,Suidae,0.0,0.0,1.0,SUIDAE,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,scrofa,CETARTIODACTYLA,2.0,0.0,3.0,Sus,3.0,0.0,3.0,1.0,1.0,Omnivore,Sus scrofa,135000.0,169.003,1574.995,,9855.0,350.76,312.0,115.2,11.0,5.567,1.5,229.843,995.0,97.88,6469.99,2656.07,15.739,4.964,0.0,,1.18,13.0,4.0,0.0,96.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,60.0,1.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,0.0,,,,,,"Indomalayan, Palearctic",7.0,Mammalia,-999.0,Wild Boar,5.5675,1.5,135000.0,27.0,115.2,97.88,995.0,6469.99,-999.0,-999.0,-999.0,21.0,0.629705681,-999.0,172000.0,135000.0,-999.0,-999.0,-999.0,157.4995,-999.0,-999.0,23.999,-999.0,-999.0,-999.0,-999.0,768.0,Sus,334.0,scrofa,Cetartiodactyla,Suidae,sus_scrofa,Pig,susScr11,vs_susScr11,susScr11,Artiodactyla,Suidae,Sus,scrofa,221.0,-,Generalist,Generalist,Generalist,_Omnivore,Omnivore,H-Low-sugar-plants-Eater,O-For Examination,O-For Examination,2.0,Omnivore,-,,10.0,10.0,20.0,0.0,70.0,70.0,-,1.0,domestic,1.0,0.0,A,60.0,0.0,96118.09,Ref_1,,G,10.0,0.0,0.0,10.0,1.0,ABC,1.0,0.0,0.0,1.0,10.0,5098.0,ABC,Ref_117,0.0,10.0,Ref_1
Catagonus wagneri,Tayassuidae,1.0,0.0,0.0,TAYASSUIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wagneri,CETARTIODACTYLA,0.0,0.0,0.0,Catagonus,0.0,0.0,0.0,2.0,2.0,Herbivore,Catagonus wagneri,35433.2,,1068.965,140.59,5344.208,821.58,730.0,152.08,8.0,2.445,,,623.6,60.37,,1470.95,7.542,4.835,0.0,1.0,7.0,5.75,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,2.0,1.0,G,3.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,2.0,Mammalia,-999.0,Chacoan Peccary,2.445,-999.0,35433.2,14.64166667,152.08,60.37,623.6,-999.0,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,106.8965,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Catagonus,1006.879,wagneri,Cetartiodactyla,Tayassuidae,catagonus_wagneri,Chacoan Peccary,HLcatWag1,vs_HLcatWag1,,Artiodactyla,Tayassuidae,Catagonus,wagneri,34.0,-,,Omnivore,Omnivore,_Omnivore,Omnivore,H-Nonspecific-Herbivore,H-Low-sugar-plants-Eater,H-Low-sugar-plants-Eater,2.0,Omnivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,captive,0.0,0.0,A,70.0,0.0,35566.41,Ref_1,,G,0.0,0.0,1.0,30.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,5114.0,ABC,Ref_117,0.0,0.0,Ref_1
Hippopotamus amphibius,Hippopotamidae,1.0,0.0,0.0,HIPPOPOTAMIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,amphibius,CETARTIODACTYLA,0.0,0.0,0.0,Hippopotamus,0.0,0.0,0.0,0.0,0.0,Herbivore,Hippopotamus amphibius,2640000.0,630.667,5050.0,,22338.0,2030.0,1460.0,234.685,,1.0,0.61,629.339,40000.0,334.37,237500.0,3650.0,80.758,4.762,0.0,1.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,1.0,1.0,1.0,1.0,0.0,,,,0.0,,0.0,0.0,Afrotropical,5.0,Mammalia,-999.0,Common Hippopotamus,1.0,0.61,2640000.0,61.2,234.685,334.37,40000.0,237500.0,-999.0,-999.0,-999.0,54.5,1.72421629,-999.0,1600000.0,-999.0,-999.0,-999.0,-999.0,505.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1279.0,Hippopotamus,1654.5,amphibius,Cetartiodactyla,Hippopotamidae,hippopotamus_amphibius,Hippopotamus,HLhipAmp1,vs_HLhipAmp1,,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,303.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,2.0,Omnivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,1417489.99,Ref_1,,G,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,5118.0,ABC,Ref_117,0.0,0.0,Ref_1
Camelus bactrianus,Camelidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Bactrian Camel,1.0,0.5,475000.0,40.0,396.495,319.289,35500.0,-999.0,-999.0,-999.0,-999.0,35.4,1.998631075,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,345.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1278.0,Camelus,1278.156,bactrianus,Artiodactyla,Camelidae,camelus_bactrianus,Bactrian Camel,HLcamBac1,vs_HLcamBac1,HLcamBac1,Artiodactyla,Camelidae,Camelus,bactrianus,24.0,-,Omnivore,Omnivore,Omnivore,_Omnivore,Omnivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,domestic,1.0,0.0,A,100.0,0.0,690000.0,Ref_1,,G,0.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,5119.0,ABC,Ref_117,0.0,0.0,Ref_1
